source,desc
Hacker News,"Ideal | Toronto, ON | Full-Time | OnSite | <a href=""https:&#x2F;&#x2F;ideal.com"" rel=""nofollow"">https:&#x2F;&#x2F;ideal.com</a><p>Ideal is an exciting technology company in Toronto that develops AI for HR and recruiting, generating massive efficiencies for our customers. We use machine learning to detect patterns in resumes and interview data to spot the best possible job applicants. We are young and growing fast and need someone to work with our incredibly passionate team.<p>We are hiring full stack software developers<p>Technologies:<p>Node.js, Python, Postgresql, AWS, Git, Linux, Vue.js, All types of machine learning&#x2F;AI tech<p>Does this sound like you?<p><a href=""https:&#x2F;&#x2F;ideal.applytojob.com&#x2F;apply&#x2F;GzAyEXzvtO&#x2F;Software-Developer"" rel=""nofollow"">https:&#x2F;&#x2F;ideal.applytojob.com&#x2F;apply&#x2F;GzAyEXzvtO&#x2F;Software-Devel...</a>"
Hacker News,"UserLeap | Founding Engineer | San Francisco | Full time | Onsite<p>UserLeap (<a href=""https:&#x2F;&#x2F;angel.co&#x2F;userleap"" rel=""nofollow"">https:&#x2F;&#x2F;angel.co&#x2F;userleap</a>) is an exciting new startup that is aimed at B2B to help understand their customers in a much more robust way. Our mission is to help a company understand what they need to focus on to drive retention and revenue, and quickly.<p>We’re tackling the challenge companies face getting feedback from customers, and have built a beautifully simple, no-effort-required solution that delivers micro-surveys via the product itself to samples of its users.<p>Our platform analyzes the responses with machine learning and is able to deliver actionable insights to help our customers grow their business. It&#x27;s a fully automated solution and can answer some of the toughest questions SaaS companies are facing, such as how to capture more signups or reduce churn.<p>We are signing more customers than our product can handle, just closed a seed round and now looking to grow the engineering team to keep up with demand.<p>Previously I was an early employee at five successfully acquired companies (including Weebly ($365M) and Vurb ($115M)) so I’m excited to make the sixth exit as a Founder this time.<p>Interested? Shoot me a note and let&#x27;s chat: ryan@userleap.com"
Hacker News,"Pilot Fiber | Senior Software Engineer | NYC | Onsite<p>About our product: <a href=""https:&#x2F;&#x2F;www.pilotfiber.com"" rel=""nofollow"">https:&#x2F;&#x2F;www.pilotfiber.com</a><p>Apply here: <a href=""https:&#x2F;&#x2F;www.pilotfiber.com&#x2F;careers&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.pilotfiber.com&#x2F;careers&#x2F;</a><p>I&#x27;m a senior software engineer here and I&#x27;m happy to answer questions in comments or via email: andrew @ the domain above.<p>Pilot Fiber is a new kind of internet provider for businesses, currently serving New York City and Philadelphia. We deliver fiber-optic internet (up to 10x faster than Google Fiber) with no contracts, white glove customer service, and a 100% uptime guarantee.<p>On a daily basis, we defy corporate monopolies that are decades old, and delight customers with some of the fastest internet in the world. We&#x27;re a small close knit team based in NYC, with expansion plans for additional metro areas throughout 2018."
Hacker News,"Wonder | Full-stack Software Engineer(s) | New York City (NYC) | ONSITE | <a href=""https:&#x2F;&#x2F;askwonder.com"" rel=""nofollow"">https:&#x2F;&#x2F;askwonder.com</a><p>Wonder is a new kind of knowledge service that makes your brain scalable. We provide instant access to the intellect and fact-finding skills of a distributed network of analysts around the world. We enable anyone - from individuals up to Fortune 500s - to gain strategic knowledge when they need it most.<p>We are looking for software engineers to join us in our beautiful office in Manhattan to help make the product and the organization that goes along with it.<p>We&#x27;re a team of eleven engineers today but we expect to grow into a household name in NYC tech over the next few years and want your help to get there!<p>You&#x27;ll be an integral part of a startup with real traction, helping to scale both the product and your fellow colleagues. We care about building a diverse engineering organization and supporting each others&#x27; professional development.<p>For engineering, we expect you to have at least a couple of years of professional experience, some experience with Node and an interest in working across the stack to build web applications.<p>Current stack: Node.js, Postgres, MongoDB, Heroku&#x2F;AWS<p>Please use this link to apply: <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;askwonder&#x2F;ae00c78f-7a92-4902-b804-bd48afb09d0a?lever-source=hn"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;askwonder&#x2F;ae00c78f-7a92-4902-b804-bd48...</a><p>Unfortunately we are unable to sponsor new visas at this time."
Hacker News,"Festicket | Festivals&#x2F;Music&#x2F;Ticketing | Mid Level+ Backend Engineers | London Central&#x2F;NW | Onsite&#x2F;Lots of remote days<p>Django-Rest-Framework&#x2F;Postgres&#x2F;Redis&#x2F;Celery in AWS. Have a pretty cool in house Slack bot for orchestration, that we should probs open source at some point.<p>I&#x27;m a backend dev here, and we&#x27;re finding it hard to get good people through the door. Once we chat with them, we almost always convince them to work here, but its very difficult getting people through the door. We&#x27;re paying pretty well as well for London rates, 50-80k GBP for mid-senior guys, could probs convince the CTO&#x27;s to pay more for the right candidate. The office is nice, engineering is a big part of the decision making process.<p>Feel free to send me an email either at sam.holmes<i>at</i>festicket.com or the (personal) email in my bio. Happy to video or text or w&#x2F;e with anyone to chat more<p><a href=""https:&#x2F;&#x2F;www.festicket.com&#x2F;about&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.festicket.com&#x2F;about&#x2F;</a>"
Hacker News,"Instructure | Salt Lake City, Seattle, Chicago, Philadelphia | ONSITE | <a href=""https:&#x2F;&#x2F;instructure.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;instructure.com&#x2F;</a>
Help us build open-source software for education: <a href=""http:&#x2F;&#x2F;code.instructure.com&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;code.instructure.com&#x2F;</a><p>We&#x27;re hiring for a range of engineering roles. See here for the list of open positions: <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;instructure?lever-via=IQ-V_FRhae&amp;team=Engineering"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;instructure?lever-via=IQ-V_FRhae&amp;team=...</a><p>Our main stack is Ruby on Rails + React, but we also work with Go, Clojure, Node and other technologies. We have plenty of hard engineering problems for you to sink your teeth into, and many opportunities to learn!<p>Our culture is engineering-driven and work-from-home-friendly. Great benefits (including unlimited vacation) and competitive salary.<p>Feel free to email me at okhan(at)instructure(dot)com if you have any questions (I am an engineer not a recruiter). Note that we do not currently hire remote engineers outside the US."
Hacker News,"Prevoty | Software Engineer | Los Angeles&#x2F;San Francisco | Fulltime<p>Prevoty is a Runtime Application Self Protection company founded in 2013 that builds language plugins to provide mitigation to security vulnerabilities without the need for modifications to applications. The plugins utilize instrumentation and middleware to automatically insert hooks into applications that perform detection and mitigation of common vulnerability classes such as many of those listed in the OWASP Top 10.<p>Open Roles<p>Senior Software Engineer (Java&#x2F;JVM)<p>Software Engineer (Java)<p>Software Engineer (QA&#x2F;Test&#x2F;Automation)<p>Apply here <a href=""https:&#x2F;&#x2F;www.prevoty.com&#x2F;about&#x2F;careers"" rel=""nofollow"">https:&#x2F;&#x2F;www.prevoty.com&#x2F;about&#x2F;careers</a>"
Hacker News,"SONDER | SAN FRANCISCO | SOFTWARE ENGINEERS, DESIGNERS, PRODUCT | ONSITE<p>Sonder is reimagining travel, hospitality, and ultimately how cities are experienced. We are building the world&#x27;s first deconstructed hotel - with apartments, houses, condos, villas, and lofts that you can book at a moment&#x27;s notice. Each location is one-of-a-kind, chosen, and operated by us. As a guest, you get an authentic local experience plus the comforts of hotel hospitality.<p>We’re looking for customer-obsessed engineers, designers, and product managers who can crack the nut on complex logistics challenges to enable a world-class guest experience that spans the digital and physical realms.<p>We work in Rails and React, and are happy to help you learn those tools if you have a background other web frameworks.<p>Senior Software Engineer - Fullstack: <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;sonder&#x2F;1fcffc41-50d7-4f98-bcd7-3970acc8f146"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;sonder&#x2F;1fcffc41-50d7-4f98-bcd7-3970acc...</a><p>Software Engineer - Fullstack: <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;sonder&#x2F;96306535-accc-469b-a076-612b3647e64d"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;sonder&#x2F;96306535-accc-469b-a076-612b364...</a><p>All Positions: <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;sonder"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;sonder</a>"
Hacker News,"Stride Health | Full Stack Engineer | Onsite &#x2F; San Francisco | Full-time or Contract
At Stride, we&#x27;re focused on providing a world class user experience in what is an otherwise confusing industry. We make software that helps the 100+ million people who work for themselves be more productive and successful, giving them economic security to thrive.<p>We are looking for someone to join our marketplace team to help build out our suite of product offerings, including a new version of our health insurance funnel. This funnel is a part of our core business and makes Stride millions in revenue. As a full stack engineer, you will seamlessly integrate our rich data services with our fluid web application, interface with 3rd party APIs (including government partners), and keep performance and code quality at the forefront.<p>We have big plans to grow this part of the business and we need strong JavaScript Engineers, who have a passion for Node and React, to join the team!<p>If interested, please send resumes over to recruiting@stridehealth.com. If you have any questions, feel free to reach out to me: michael.[last name minus the j]@stridehealth.com"
Hacker News,"Carium | Petaluma, CA | REMOTE USA only | www.carium.com<p>Open Positions:  <a href=""https:&#x2F;&#x2F;www.carium.com&#x2F;join-the-team.html"" rel=""nofollow"">https:&#x2F;&#x2F;www.carium.com&#x2F;join-the-team.html</a><p>About Us
Founded in April 2018, Carium is currently building out our team of software developers.  We have openings for iOS and Android, Machine Learning, and backend developers.  See our website for more detailed descriptions.<p>Carium is team of people dedicated to improving individual’s healthcare journeys. Our mission is to enable great quality of life through individualized healthcare. We strive to make each health journey the best it can possibly be. We also aim to have a positive impact on our partners and community.<p>Our platform is designed to help individuals, healthcare providers including doctors and nurses, and healthcare payers with the emphasis on the individual. We leverage leading-edge software technology and intelligence to make this possible. Our intent is to reduce costs, enable better insights, foster a closer relationship between individuals and their healthcare providers, and produce better health outcomes."
Hacker News,"Kloudless | <a href=""https:&#x2F;&#x2F;kloudless.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;kloudless.com&#x2F;</a><p>Jobs: Software Engineer, DevOps Engineer, Frontend Engineer, Solutions Engineer, Sales Development Representative, Head of Marketing, Product Designer<p>Full-Time, Onsite | Berkeley, CA &amp; Taipei, Taiwan<p>We&#x27;re a Series A SaaS company building a developer tool—a unified API—to simplify your integration woes. With our one-to-many approach, you can easily connect your application to 50+ software services using just our API.<p>We&#x27;re growing rapidly and are hiring in our offices in both Berkeley, CA and Taipei, TW - come join us!<p>All listings can be found here: <a href=""https:&#x2F;&#x2F;developers.kloudless.com&#x2F;careers"" rel=""nofollow"">https:&#x2F;&#x2F;developers.kloudless.com&#x2F;careers</a>"
